"compound_id","name","smiles","source_species","country","bioactivity","target_organism","reference","source_db","activity_value","activity_type","ailment_treated","compound_class","molecular_weight","xlogp","h_bond_donors","h_bond_acceptors","rotatable_bonds","tpsa","num_atoms","num_rings","label_antibacterial","mic_value","log_mic"
"Mol_08314","5-deoxyabyssinin II","COc1cc(cc(c1O)CC=C(C)C)[C@@H]1CC(=O)c2c(O1)cc(cc2)O","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:15504437","ANPDB","","class_inference","","flavonoid","354.4","4.32","2.0","5.0","4.0","75.99","26.0","3.0","1","",""
"Mol_08316","abyssinin III","CC(=CCc1c(cc(c(c1CC=C(C)C)O)O)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:15504437","ANPDB","","class_inference","","flavonoid","424.49","5.23","4.0","6.0","5.0","107.22","31.0","3.0","1","",""
"Mol_08317","abyssinone IV","CC(=CCc1cc(cc(c1O)CC=C(C)C)C1CC(=O)c2c(O1)cc(cc2)O)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:12898424","ANPDB","","class_inference","","flavonoid","392.5","5.82","2.0","4.0","5.0","66.76","29.0","3.0","1","",""
"Mol_08320","sigmoidin A","CC(=CCc1c(cc(c(c1O)O)CC=C(C)C)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:15504437","ANPDB","","class_inference","","flavonoid","424.49","5.23","4.0","6.0","5.0","107.22","31.0","3.0","1","",""
"Mol_08321","sigmoidin B","CC(=CCc1cc(cc(c1O)O)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:15504437","ANPDB","","class_inference","","flavonoid","356.37","3.72","4.0","6.0","3.0","107.22","26.0","3.0","1","",""
"Mol_08323","sigmoidin C","Oc1cc2O[C@@H](CC(=O)c2c(c1)O)c1cc(O)c2c(c1)C=CC(O2)(C)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:15504437","ANPDB","","class_inference","","flavonoid","354.36","3.69","3.0","6.0","1.0","96.22","26.0","4.0","1","",""
"Mol_08324","sigmoidin E","CC(=CCc1cc(cc2c1OC(C)(C)C=C2)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:15504437","ANPDB","","class_inference","","flavonoid","406.48","5.5","2.0","5.0","3.0","75.99","30.0","4.0","1","",""
"Mol_08325","3-hydroxy-9-methoxy-10-prenylpterocarpene","COc1ccc2c(c1OC=C(C)C)oc1c2COc2c1ccc(c2)O","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:12898424","ANPDB","","class_inference","","flavonoid","338.36","5.01","1.0","5.0","3.0","61.06","25.0","4.0","1","",""
"Mol_08326","7,4'-dihydroxy-2',5'-dimethoxyisoflav-3-ene","COc1cc(O)c(cc1C1=Cc2c(OC1)cc(cc2)O)OC","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:12898424","ANPDB","","class_inference","","flavonoid","300.31","3.05","2.0","5.0","3.0","68.15","22.0","3.0","1","",""
"Mol_08327","abyssinoflavone V","Oc1cc2O[C@@H](CC(=O)c2c(c1)O)c1ccc2c(c1)C=CC(O2)(C)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:17489632","ANPDB","","class_inference","","flavonoid","338.36","3.99","2.0","5.0","1.0","75.99","25.0","4.0","1","",""
"Mol_08328","abyssinoflavone VI","CC(=CCc1cc(cc(c1O)CC(C(=C)C)O)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:17489632","ANPDB","","class_inference","","flavonoid","424.49","4.5","4.0","6.0","6.0","107.22","31.0","3.0","1","",""
"Mol_08330","sigmoidin F","CC(=CCc1c(cc2c(c1O)OC(C=C2)(C)C)[C@H]1CC(=O)c2c(O1)cc(cc2O)O)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:17489632","ANPDB","","class_inference","","flavonoid","422.48","5.2","3.0","6.0","3.0","96.22","31.0","4.0","1","",""
"Mol_08332","abyssinin II","COc1cc(cc(c1O)CC=C(C)C)[C@@H]1CC(=O)c2c(O1)cc(cc2O)O","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:17489632","ANPDB","","class_inference","","flavonoid","370.4","4.03","3.0","6.0","4.0","96.22","27.0","3.0","1","",""
"Mol_08336","3'-prenylnaringenin","CC(=CCc1cc(ccc1O)c1cc(=O)c2c(o1)cc(cc2O)O)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:17489632","ANPDB","","class_inference","","flavonoid","338.36","4.09","3.0","5.0","3.0","90.9","25.0","3.0","1","",""
"Mol_08337","abyssinin I","COc1cc(cc2c1OC(C)(C)C=C2)C1CC(=O)c2c(O1)cc(cc2O)O","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:17489632","ANPDB","","class_inference","","flavonoid","368.39","4.0","2.0","6.0","2.0","85.22","27.0","4.0","1","",""
"Mol_08338","abyssinone-VI","CC(=CCc1cc(/C=C/C(=O)c2ccc(cc2O)O)cc(c1O)CC=C(C)C)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:17489632","ANPDB","","class_inference","","flavonoid","392.5","5.72","3.0","4.0","7.0","77.76","29.0","2.0","1","",""
"Mol_08349","8-methoxyneorautenol","COc1cc2c(cc1O)OC1C2COc2c1cc1c(c2)OC(C=C1)(C)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:17489632","ANPDB","","class_inference","","flavonoid","352.39","4.19","1.0","5.0","1.0","57.15","26.0","5.0","1","",""
"Mol_08350","eryvarin L","COc1cc(O)c(cc1c1oc2c(c1)ccc(c2)O)OC","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:17489632","ANPDB","","class_inference","","flavonoid","286.28","3.53","2.0","5.0","3.0","72.06","21.0","3.0","1","",""
"Mol_08351","erycristagallin","CC(=CCc1cc2c(cc1O)OCc1c2oc2c1ccc(c2CC=C(C)C)O)C","Erythrina abyssinica","East Africa","antibacterial","multiple","PMID:12898424","ANPDB","","class_inference","","flavonoid","390.48","6.42","2.0","4.0","4.0","62.83","29.0","4.0","1","",""
"Mol_08370","4-O-methylsigmoidin B","COc1c(O)cc(cc1CC=C(C)C)C1CC(=O)c2c(O1)cc(cc2O)O","Erythrina burttii","East Africa","antibacterial","multiple","PMID:22575309","ANPDB","","class_inference","","flavonoid","370.4","4.03","3.0","6.0","4.0","96.22","27.0","3.0","1","",""
"Mol_08388","pterocarpan","c1ccc2c(c1)C1Oc3c(C1CO2)cccc3","Erythrina schliebenii","East Africa","antibacterial","multiple","PMID:28112509","ANPDB","","class_inference","","flavonoid","224.26","3.3","0.0","2.0","0.0","18.46","17.0","4.0","1","",""
"Mol_08389","3'-(2-hydroxy-3-methylbuten-3-yl)-biochanin A","COc1ccc(cc1CC(C(=C)C)O)c1coc2c(c1=O)c(O)cc(c2)O","Erythrina schliebenii","East Africa","antibacterial","multiple","PMID:28112509","ANPDB","","class_inference","","flavonoid","368.39","3.36","3.0","6.0","5.0","100.13","27.0","3.0","1","",""
"Mol_08390","5,7-dihydroxy-3-[3-hydroxy-4-methoxy-5[(E)-3-methylbuta-1,3-dienyl]phenyl-1- benzopyran-4-one","COc1c(O)cc(cc1/C=C/C(=C)C)c1coc2c(c1=O)c(O)cc(c2)O","Erythrina schliebenii","East Africa","antibacterial","multiple","PMID:28112509","ANPDB","","class_inference","","flavonoid","366.37","4.17","3.0","6.0","4.0","100.13","27.0","3.0","1","",""
"Mol_08391","5,7,3'-trihydroxy-4'-methoxy-5'-(3-hydroxy-3-methylbuten-1-yl]isoflavanone","COc1c(O)cc(cc1/C=C/C(O)(C)C)c1coc2c(c1=O)c(O)cc(c2)O","Erythrina schliebenii","East Africa","antibacterial","multiple","PMID:28112509","ANPDB","","class_inference","","flavonoid","384.38","3.37","4.0","7.0","4.0","120.36","28.0","3.0","1","",""
"Mol_08392","5,7-dihydroxy-4'-methoxy-3'-(2,3-dihydroxy-3-methylbutyl)isoflavone","COc1ccc(cc1CC(C(O)(C)C)O)c1coc2c(c1=O)c(O)cc(c2)O","Erythrina schliebenii","East Africa","antibacterial","multiple","PMID:28112509","ANPDB","","class_inference","","flavonoid","386.4","2.55","4.0","7.0","5.0","120.36","28.0","3.0","1","",""
"Mol_08393","4'-O-methylabyssinone V","Cn1nncc1CNCCn1nncc1","Erythrina schliebenii","East Africa","antibacterial","multiple","PMID:28112509","ANPDB","","class_inference","","flavonoid","207.24","-0.8","1.0","5.0","5.0","73.45","15.0","2.0","1","",""
"Mol_08394","5'-methoxy-3'-(3-methylbut-2-enyl)biochanin A","COc1c(CC=C(C)C)cc(cc1OC)c1coc2c(c1=O)c(O)cc(c2)O","Erythrina schliebenii","East Africa","antibacterial","multiple","PMID:28112509","ANPDB","","class_inference","","flavonoid","382.41","4.4","2.0","6.0","5.0","89.13","28.0","3.0","1","",""
"Mol_08396","3'-(3-methylbut-2-enyl)biochanin A","COc1ccc(cc1CC=C(C)C)c1coc2c(c1=O)c(O)cc(c2)O","Erythrina sacleuxii","East Africa","antibacterial","multiple","PMID:16491458","ANPDB","","class_inference","","flavonoid","352.39","4.39","2.0","5.0","4.0","79.9","26.0","3.0","1","",""
"Mol_08398","5,7-dihydroxy-3',4',5'-trimethoxyisoflavone","COc1cc(cc(c1OC)OC)c1coc2c(c1=O)c(O)cc(c2)O","Erythrina schliebenii","East Africa","antibacterial","multiple","PMID:28112509","ANPDB","","class_inference","","flavonoid","344.32","2.9","2.0","7.0","4.0","98.36","25.0","3.0","1","",""
"Mol_08411","3'-O-methylpratensein","COc1cc(ccc1OC)c1coc2c(c1=O)c(O)cc(c2)O","Erythrina schliebenii","East Africa","antibacterial","multiple","PMID:28112509","ANPDB","","class_inference","","flavonoid","314.29","2.89","2.0","6.0","3.0","89.13","23.0","3.0","1","",""
"Mol_08412","parvisoflavone B","Oc1ccc(c(c1)O)c1coc2c(c1=O)c(O)c1c(c2)OC(C=C1)(C)C","Erythrina schliebenii","East Africa","antibacterial","multiple","PMID:28112509","ANPDB","","class_inference","","flavonoid","352.34","3.76","3.0","6.0","1.0","100.13","26.0","4.0","1","",""
"Mol_08415","6-hydroxy-5,7,4'-trimethoxyflavanone","COc1ccc(cc1)C1CC(=O)c2c(O1)cc(c(c2OC)O)OC","Erythrina schliebenii","East Africa","antibacterial","multiple","PMID:28112509","ANPDB","","class_inference","","flavonoid","330.34","3.12","1.0","6.0","4.0","74.22","24.0","3.0","1","",""
"Mol_08417","6-methoxyhamiltone A","COc1ccc(cc1)C1CC(=O)c2c(O1)cc(c(c2OC)OC)OC","Erythrina schliebenii","East Africa","antibacterial","multiple","PMID:28112509","ANPDB","","class_inference","","flavonoid","344.36","3.43","0.0","6.0","5.0","63.22","25.0","3.0","1","",""
"Mol_08418","5,6,7,4'-tetramethoxyflavone","COc1ccc(cc1)c1cc(=O)c2c(o1)c(OC)c(cc2OC)OC","Citrus clementina","East Africa","antibacterial","multiple","PMID:28112509","ANPDB","","class_inference","","flavonoid","342.35","3.49","0.0","6.0","5.0","67.13","25.0","3.0","1","",""
"Mol_08420","3',4',5,6,7-pentamethoxyflavone","COc1ccc(cc1OC)c1cc(=O)c2c(o1)cc(c(c2OC)OC)OC","Citrus clementina","East Africa","antibacterial","multiple","PMID:28112509","ANPDB","","class_inference","","flavonoid","372.37","3.5","0.0","7.0","6.0","76.36","27.0","3.0","1","",""
"Mol_08422","6'-hydroxy-2',3',4,4'-tetra-methoxychalcone","COc1ccc(cc1)/C=C/C(=O)c1c(O)cc(c(c1OC)OC)OC","Erythrina schliebenii","East Africa","antibacterial","multiple","PMID:28112509","ANPDB","","class_inference","","flavonoid","344.36","3.32","1.0","6.0","7.0","74.22","25.0","2.0","1","",""
"Mol_08469","kumatakenin","COc1c(oc2c(c1=O)c(O)cc(c2)OC)c1ccc(cc1)O","Dodonaea angustifolia","East Africa","antibacterial","multiple","PMID:12789127","ANPDB","","class_inference","","flavonoid","314.29","2.89","2.0","6.0","3.0","89.13","23.0","3.0","1","",""
"Mol_08497","7-hydroxy-4'-methoxy-3'-prenylisoflavone","COc1ccc(cc1CC=C(C)C)c1coc2c(c1=O)ccc(c2)O","Erythrina sacleuxii","East Africa","antibacterial","multiple","PMID:16491458","ANPDB","","class_inference","","flavonoid","336.39","4.68","1.0","4.0","4.0","59.67","25.0","3.0","1","",""
"Mol_08502","corylin","Oc1ccc2c(c1)occ(c2=O)c1ccc2c(c1)C=CC(O2)(C)C","Erythrina sacleuxii","East Africa","antibacterial","multiple","PMID:16491458","ANPDB","","class_inference","","flavonoid","320.34","4.35","1.0","4.0","1.0","59.67","24.0","4.0","1","",""
"Mol_08503","erysubin F","CC(=CCc1cc(ccc1O)c1coc2c(c1=O)ccc(c2CC=C(C)C)O)C","Erythrina sacleuxii","East Africa","antibacterial","multiple","PMID:16491458","ANPDB","","class_inference","","flavonoid","390.48","5.89","2.0","4.0","5.0","70.67","29.0","3.0","1","",""
"Mol_08504","3'-prenylbiochanin","COc1c(O)cc(cc1CC=C(C)C)c1coc2c(c1=O)c(OC)cc(c2)O","Erythrina sacleuxii","East Africa","antibacterial","multiple","PMID:16491458","ANPDB","","class_inference","","flavonoid","382.41","4.4","2.0","6.0","5.0","89.13","28.0","3.0","1","",""
"Mol_08507","5'-formylpratensein","O=Cc1cc(ccc1OC)c1coc2c(c1=O)c(O)cc(c2)O","Erythrina sacleuxii","East Africa","antibacterial","multiple","PMID:16491458","ANPDB","","class_inference","","flavonoid","312.28","2.69","2.0","6.0","3.0","96.97","23.0","3.0","1","",""
"Mol_08509","postratol","CC(=CCc1c2O[C@@H](CC(=O)c2cc(c1O)CC=C(C)C)c1ccc(c(c1)CC=C(C)C)O)C","Erythrina sacleuxii","East Africa","antibacterial","multiple","PMID:16491458","ANPDB","","class_inference","","flavonoid","460.61","7.33","2.0","4.0","7.0","66.76","34.0","3.0","1","",""
"Mol_08586","7,3'-dihydroxy-4'-methoxyisoflavone","COc1ccc(cc1O)c1coc2c(c1=O)ccc(c2)O","Bolusanthus speciosus","East Africa","antibacterial","multiple","PMID:15081287","ANPDB","","class_inference","","flavonoid","284.27","2.88","2.0","5.0","2.0","79.9","21.0","3.0","1","",""
"Mol_08692","fallacinol","OCc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)OC","Rumex abysinicus","East Africa","antibacterial","multiple","PMID:19173126","ANPDB","","class_inference","","quinone","300.27","1.37","3.0","6.0","2.0","104.06","22.0","3.0","1","",""
"Mol_08694","rhein methylester","COC(=O)c1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)ccc1","Senna didymobotrya","East Africa","antibacterial","multiple","PMID:19173126","ANPDB","","class_inference","","quinone","298.25","1.66","2.0","6.0","1.0","100.9","22.0","3.0","1","",""
"Mol_08695","parietinic acid","COc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)C(=O)O","Senna didymobotrya","East Africa","antibacterial","multiple","PMID:19173126","ANPDB","","class_inference","","quinone","314.25","1.58","3.0","6.0","2.0","121.13","23.0","3.0","1","",""
"Mol_08696","parietinic acid methyl ester","COc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)C(=O)OC","Senna didymobotrya","East Africa","antibacterial","multiple","PMID:19173126","ANPDB","","class_inference","","quinone","328.28","1.67","2.0","7.0","2.0","110.13","24.0","3.0","1","",""
"Mol_08842","schaftoside","OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)c1c(O)c([C@@H]2OC[C@@H]([C@H]([C@H]2O)O)O)c2c(c1O)c(=O)cc(o2)c1ccc(cc1)O","Ficus asperifolia","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","564.5","-1.75","10.0","14.0","4.0","250.97","40.0","5.0","1","",""
"Mol_08843","isoschaftoside","OC[C@H]1O[C@H]([C@@H]([C@@H]([C@@H]1O)O)O)c1c(O)c([C@@H]2OC[C@@H]([C@@H]([C@H]2O)O)O)c(c2c1oc(cc2=O)c1ccc(cc1)O)O","Ficus asperifolia","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","564.5","-1.75","10.0","14.0","4.0","250.97","40.0","5.0","1","",""
"Mol_08846","quercetin 3-acetyl-O-glucoside","CC(=O)OC[C@@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@@H]([C@H]1OC(=O)C)OC(=O)C)OC(=O)C","Ficus exasperata","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","632.53","1.74","4.0","16.0","8.0","234.79","45.0","4.0","1","",""
"Mol_08849","kaempferol 3-acetyl-O-glucoside","CC(=O)OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1OC(=O)C)OC(=O)C)OC(=O)C","Ficus exasperata","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","616.53","2.04","3.0","15.0","8.0","214.56","44.0","4.0","1","",""
"Mol_08850","luteolin 7-O-galactoside","OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@H]1O)O)O","Ficus exasperata","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","448.38","-0.24","7.0","11.0","4.0","190.28","32.0","4.0","1","",""
"Mol_08853","acylated isovitexin","CC(=O)OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1OC(=O)C)OC(=O)C)OC(=O)C)c1c(O)cc2c(c1O)c(=O)cc(o2)c1ccc(cc1)O","Ficus exasperata","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","600.53","2.37","3.0","14.0","7.0","205.33","43.0","4.0","1","",""
"Mol_08856","quercetin 3-O-gentiobioside","OC[C@H]1O[C@@H](OC[C@H]2OC(Oc3c(oc4c(c3=O)c(O)cc(c4)O)c3ccc(c(c3)O)O)[C@@H]([C@H]([C@@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O","Ficus mucuso","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","626.52","-2.71","11.0","17.0","7.0","289.66","44.0","5.0","1","",""
"Mol_08858","quercetin 3-O-galactoside","OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)[O-])[C@@H]([C@H]([C@H]1O)O)O","Embelia schimperi","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","463.37","-1.17","7.0","12.0","4.0","213.34","33.0","4.0","1","",""
"Mol_08861","quercetin 3-acetyl-O-rhamnoside","CC(=O)O[C@H]1[C@@H](O[C@H]([C@@H]([C@H]1OC(=O)C)OC(=O)C)C)Oc1c(oc2c(c1=O)c(O)cc(c2)O)c1ccc(c(c1)O)O","Ficus sur","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","574.49","2.2","4.0","14.0","6.0","208.49","41.0","4.0","1","",""
"Mol_08870","kaempferol 3-O-galactoside","OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)[C@@H]([C@H]([C@H]1O)O)O","Borago officinalis","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","448.38","-0.24","7.0","11.0","4.0","190.28","32.0","4.0","1","",""
"Mol_08879","lucenin-2","OC[C@H]1O[C@H]([C@@H]([C@@H]([C@@H]1O)O)O)c1c(O)c([C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)c(c2c1oc(cc2=O)c1ccc(c(c1)O)O)O","Ficus polita","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","610.52","-2.69","12.0","16.0","5.0","291.43","43.0","5.0","1","",""
"Mol_08880","vicenin-2","OC[C@H]1O[C@H]([C@@H]([C@@H]([C@@H]1O)O)O)c1c(O)c([C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)c(c2c1oc(cc2=O)c1ccc(cc1)O)O","Adenocarpus anagyrifolius","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","594.52","-2.39","11.0","15.0","5.0","271.2","42.0","5.0","1","",""
"Mol_08895","luteolin 7,4'-di-O-glucoside","OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(c(c2)O)OC2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O","Ficus natalensis","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","610.52","-2.77","10.0","16.0","7.0","269.43","43.0","5.0","1","",""
"Mol_08911","isovitexin 7-O-galactoside","OC[C@H]1O[C@H](Oc2cc3oc(cc(=O)c3c(c2[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)O)c2ccc(cc2)O)[C@@H]([C@H]([C@H]1O)O)O","Ficus sansibarica","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","594.52","-2.44","10.0","15.0","6.0","260.2","42.0","5.0","1","",""
"Mol_08922","isovitexin 7-O-rhamnoside","OCC1O[C@H](C([C@H]([C@@H]1O)O)O)c1c(O[C@@H]2OC(C)[C@@H]([C@@H](C2O)O)O)cc2c(c1O)c(=O)cc(o2)c1ccc(cc1)O","Ficus saussureana","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","578.52","-1.41","9.0","14.0","5.0","239.97","41.0","5.0","1","",""
"Mol_08929","3-Acetoxy-beta-amyrin","CC(=O)O[C@@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C)C)C","Ficus sur","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","terpenoid","468.77","8.74","0.0","2.0","1.0","26.3","34.0","5.0","1","",""
"Mol_08930","kaempferide 3-O-(2'',3''-diacetylglucoside)","OC[C@H]1OC(Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)OC)[C@@]([C@]([C@@H]1O)(O)C(=O)C)(O)C(=O)C","Moringa oleifera","East Africa","antibacterial","multiple","PMID:17365690","ANPDB","","class_inference","","flavonoid","546.48","-0.02","6.0","13.0","7.0","213.42","39.0","4.0","1","",""
"Mol_08931","kaempferide 3-O-(2''-O-galloylrhamnoside)","COc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1OC1O[C@H](C)[C@H]([C@@H]([C@@]1(O)C(=O)c1cc(O)c(c(c1)O)O)O)O)O","Moringa oleifera","East Africa","antibacterial","multiple","PMID:17365690","ANPDB","","class_inference","","flavonoid","598.51","1.46","8.0","14.0","6.0","236.81","43.0","5.0","1","",""
"Mol_08932","kaempferide 3-O-(2''-O-galloylrutinoside)-7-O-alpha-rhamnoside","COc1ccc(cc1)c1oc2cc(OC3O[C@H](C)[C@H]([C@@H]([C@@H]3O)O)O)cc(c2c(=O)c1OC1O[C@H](C)[C@H]([C@@H]([C@@]1(O)C(=O)c1cc(O)c(c(c1)O)O)O)O)O","Moringa oleifera","East Africa","antibacterial","multiple","PMID:17365690","ANPDB","","class_inference","","flavonoid","744.66","-0.04","10.0","18.0","8.0","295.73","53.0","6.0","1","",""
"Mol_08933","kaempferol 3-O-[beta-glucosyl-(1→2)]-[alpha-rhamnosyl-(1→6)]-beta-glucoside-7-O-alpha-rhamnoside","OC[C@H]1OC(O[C@@H]2C(O[C@@H]([C@H]([C@@H]2O)O)COC2O[C@H](C)[C@H]([C@@H]([C@@H]2O)O)O)Oc2c(oc3c(c2=O)c(O)cc(c3)OC2O[C@H](C)[C@H]([C@@H]([C@@H]2O)O)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O","Moringa oleifera","East Africa","antibacterial","multiple","PMID:17365690","ANPDB","","class_inference","","flavonoid","902.81","-5.07","14.0","24.0","11.0","387.27","63.0","7.0","1","",""
"Mol_08934","kaempferol 3-O-[alpha-rhamnosyl-(1→2)]-[alpha-rhamnosyl-(1→4)]-beta-glucoside-7-O-alpha-rhamnoside","Oc1ccc(cc1)c1oc2cc(OC3O[C@H](C)[C@H]([C@@H]([C@@H]3O)O)O)cc(c2c(=O)c1OC1O[C@H](COC2O[C@H](C)[C@H]([C@@H]([C@@H]2O)O)O)[C@H]([C@@H]([C@@H]1OC1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)O)O)O)O","Moringa oleifera","East Africa","antibacterial","multiple","PMID:17365690","ANPDB","","class_inference","","flavonoid","886.81","-4.04","13.0","23.0","10.0","367.04","62.0","7.0","1","",""
"Mol_08935","benzoic acid 4-O-beta-glucoside","OC[C@H]1O[C@@H](Oc2ccc(cc2)C(=O)O)[C@@H]([C@H]([C@@H]1O)O)O","Moringa oleifera","East Africa","antibacterial","multiple","PMID:17365690","ANPDB","","class_inference","","phenolic","300.26","-1.44","5.0","7.0","4.0","136.68","21.0","2.0","1","",""
"Mol_08936","benzoic acid 4-O-alpha-rhamnosyl-(1→2)-beta-glucoside","OC[C@H]1O[C@@H](OC2O[C@H](C)[C@H]([C@@H]([C@@H]2Oc2ccc(cc2)C(=O)O)O)O)[C@@H]([C@H]([C@@H]1O)O)O","Moringa oleifera","East Africa","antibacterial","multiple","PMID:17365690","ANPDB","","class_inference","","phenolic","446.41","-2.58","7.0","11.0","6.0","195.6","31.0","3.0","1","",""
"Mol_08937","benzaldehyde 4-O-beta-glucoside","OCC1OC(Oc2ccc(cc2)C=O)C(C(C1O)O)O","Moringa oleifera","East Africa","antibacterial","multiple","PMID:17365690","ANPDB","","class_inference","","phenolic","284.26","-1.32","4.0","7.0","4.0","116.45","20.0","2.0","1","",""
